TX	11	1011.000	2.000	0.000	354158.119	4740618.752	1285.000
TX	12	1012.000	2.000	0.000	355577.476	4740916.714	1329.000
TX	13	1013.000	2.000	0.000	353730.316	4740358.736	1279.000
TX	14	1014.000	2.000	0.000	355935.116	4740865.901	1357.000
TX	15	1015.000	2.000	0.000	355123.622	4739573.073	1316.000
TX	16	1016.000	2.000	0.000	354607.971	4739486.047	1295.000
TX	17	1017.000	2.000	0.000	355515.000	4739953.000	1331.000
TX	18	1018.000	2.000	0.000	354126.219	4739582.882	1292.000
TX	19	1019.000	2.000	0.000	355864.870	4740092.356	1365.000
TX	20	1020.000	2.000	0.000	355485.852	4739093.861	1309.000
TX	21	1021.000	2.000	0.000	354962.136	4738580.363	1400.000
TX	22	1022.000	2.000	0.000	356014.243	4739037.924	1325.000
TX	23	1023.000	2.000	0.000	354547.919	4738600.186	1521.000
TX	24	1024.000	2.000	0.000	355173.273	4737834.465	1326.000
TX	25	1025.000	2.000	0.000	354503.720	4737266.406	1335.000
TX	26	1026.000	2.000	0.000	354465.545	4736317.882	1491.000
TX48NEW	1	1048.000	2.000	0.000	354975.000	4742263.000	1302.000
TX15BIS	1	1151.000	1.000	0.000	355298.000	4739552.000	1307.000
