TX11	1	1011.000	2.000	0.000	352372.845	4737924.133	1272.000
TX12	1	1012.000	2.000	0.000	354027.335	4738131.284	1625.000
TX13	1	1013.000	2.000	0.000	351898.036	4737776.941	1273.000
TX14	1	1014.000	2.000	0.000	352749.164	4738891.340	1273.000
TX15	1	1015.000	2.000	0.000	352153.096	4738729.556	1273.000
TX17	1	1017.000	2.000	0.000	351674.735	4738557.971	1273.000
TX18	1	1018.000	2.000	0.000	353587.000	4739064.000	1300.000
TX20	1	1020.000	2.000	0.000	352743.000	4739897.000	1273.000
TX21	1	1021.000	2.000	0.000	352276.000	4739721.000	1272.000
TX22	1	1022.000	2.000	0.000	353197.196	4740103.103	1278.000
TX23	1	1023.000	2.000	0.000	351817.000	4739513.000	1273.000
TX24	1	1024.000	2.000	0.000	353683.000	4740018.000	1283.000
TX25	1	1025.000	2.000	0.000	353695.000	4740509.000	1279.000
TX26	1	1026.000	2.000	0.000	352055.738	4741002.749	1323.000
TX83	1	1083.000	2.000	0.000	353079.273	4738603.997	1273.000
TX84	1	1084.000	2.000	0.000	353171.178	4739088.653	1282.000
TX85	1	1085.000	2.000	0.000	353200.433	4739582.642	1278.000
TX262	1	1262.000	2.000	0.000	352891.634	4740479.126	1275.000
TX263	1	1263.000	2.000	0.000	352478.864	4740752.593	1278.000
